#LimitAlarmDefinitions;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocationPath,Name,UpdateRate,ReturnToNormalEnable,ReturnToNormalMessageBody,DeadBand,LoLoEnable,LoLoValue,LoLoMessageBody,LoLoSeverity,LoLoAckRequired,LoEnable,LoValue,LoMessageBody,LoSeverity,LoAckRequired,HiEnable,HiValue,HiMessageBody,HiSeverity,HiAckRequired,HiHiEnable,HiHiValue,HiHiMessageBody,HiHiSeverity,HiHiAckRequired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Stop_B,,Yes,M1113,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Start_DS,,Yes,M1114,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Stop_DS,,Yes,M1115,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Start_MX,,Yes,M1116,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Stop_MX,,Yes,M1117,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Start_PUMP,,Yes,M1118,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Stop_PUMP,,Yes,M1119,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Start_DOOR_M,,Yes,M1120,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Stop_DOOR_M,,Yes,M1121,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Start_DOOR_Curoa,,Yes,M1122,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Stop_DOOR_Curoa,,Yes,M1123,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Start_OverFlap,,Yes,M1124,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Stop_OverFlap,,Yes,M1125,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Start_Vale_Water,,Yes,M1126,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,BT_Stop_Vale_Water,,Yes,M1127,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,PL_M,,Yes,Y420,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,PL_MX,,Yes,Y422,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,PL_B,,Yes,Y426,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,PL_A,,Yes,Y428,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,PL_OVL_M,,Yes,Y421,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,PL_OVL_MX,,Yes,Y423,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,PL_OVL_B,,Yes,Y427,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,PL_OVL_A,,Yes,M1105,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,ALARM_EV,,Yes,M1106,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,SCADA_EV,,Yes,M1107,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,Current_Digital_M1,,Yes,M1108,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,Current_Digital_M1,,Yes,M1109,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,Current_Digital_MX,,Yes,M1110,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,Current_Digital_B,,Yes,M1111,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,Current_Digital_A,,Yes,M1112,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,Input_Hz_M,,Yes,M1113,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,Input_Hz_A,,Yes,M1114,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,Hz_M,,Yes,M1115,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,Hz_A,,Yes,M1116,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,SW_Auto_EV,,Yes,M1105,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien4,SW_Man_EV,,Yes,M1106,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,SW_Auto_PTEV,,Yes,M152,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,SW_Man_PTEV,,Yes,M153,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Start_BTCL_PT1,,Yes,M162,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Stop_BTCL_PT1,,Yes,M163,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Start_BTRV_PT3,,Yes,M164,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Stop_BTRV_PT3,,Yes,M168,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Start_BTT_PT4,,Yes,M170,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Stop_BTT_PT4,,Yes,M172,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Start_BTTP_PT11,,Yes,M176,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Stop_BTTP_PT11,,Yes,M251,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,SW_Auto_Cooler,,Yes,M252,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,SW_Man_Cooler,,Yes,M163,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Hand_Pump_PT5,,Yes,M164,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Auto_Pump_PT5,,Yes,M1165,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_FW_Vavle_PT5,,Yes,M1166,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_RV_Vavle_PT5,,Yes,M1167,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Hand_BTThap_PT6,,Yes,M168,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
